,0,31,59,90,120,151,181,212,243,273,304,334
21,107.53,91.93,90.23,98.35,115.37,181.58,273.38,328.68,280.17,173.4,127.88,112.12
22,117.58,105.02,107.3,119.7,130.88,193.78,318.58,420.88,341.53,196.38,151.5,119.75
23,102.62,92.72,97.35,105.53,114.15,173.72,291.57,390.32,324.4,197.43,150.53,114.65
24,106.45,96.5,100.53,110.8,129.52,197.35,314.97,405.27,335.27,195.88,142.5,116.65
25,123.95,104.03,107.58,120.78,136.6,186.1,278.33,357.0,322.08,217.38,159.28,124.62
26,107.18,97.52,97.82,104.53,122.1,168.22,250.57,316.9,274.58,185.67,147.55,124.72
27,116.12,100.35,106.72,122.68,133.45,185.32,285.07,353.48,297.58,192.83,148.7,119.83
28,111.1,96.43,98.25,123.83,139.08,204.32,337.65,424.7,329.77,179.38,137.28,123.48
29,118.58,101.35,102.8,116.5,123.13,179.13,295.18,361.58,288.63,189.58,150.83,116.82
30,117.18,94.7,90.27,106.72,123.53,189.83,299.12,369.85,308.43,196.93,156.25,133.03
31,104.37,91.02,93.67,111.35,128.18,175.72,275.92,346.18,289.35,183.0,146.27,128.35
32,114.2,94.98,96.78,113.38,126.73,176.05,275.92,338.72,282.18,187.12,145.3,114.53
33,115.92,95.53,92.33,107.23,110.38,165.68,312.92,412.72,316.32,175.6,134.6,104.53
34,118.28,98.17,97.0,114.5,134.17,204.38,337.47,443.17,352.48,200.4,143.6,109.0
35,115.25,92.7,92.55,121.77,149.17,203.72,320.43,423.88,337.77,187.22,132.98,108.55
36,100.13,84.83,89.23,100.42,109.62,167.57,284.47,369.08,301.68,182.42,127.67,93.63
37,116.52,100.67,97.7,106.68,122.95,177.25,277.57,356.12,296.7,184.53,148.52,123.83
38,123.33,104.48,99.23,107.6,130.88,208.82,338.78,436.1,361.18,213.95,150.43,113.23
39,110.38,99.93,100.33,112.95,128.53,177.78,292.3,376.0,311.9,209.77,150.35,107.72
40,124.25,109.73,110.72,134.02,147.95,202.92,310.47,370.93,318.07,220.8,174.88,139.53
41,108.52,104.22,98.07,111.27,135.58,199.02,300.73,364.15,309.07,208.02,157.97,124.27
42,126.7,105.78,102.62,111.65,127.0,184.3,293.22,371.5,301.13,192.15,149.67,110.97
43,121.08,108.42,106.77,113.03,124.6,193.02,313.17,393.05,329.65,211.4,160.62,133.53
44,99.32,96.67,99.12,104.93,131.0,211.53,336.05,394.7,310.9,193.47,135.27,95.13
45,124.4,101.55,104.5,122.12,135.63,191.02,318.28,408.7,329.0,212.17,159.38,115.7
46,118.88,97.92,98.38,111.07,119.13,174.38,283.83,348.18,292.73,205.37,157.95,116.15
47,109.08,97.6,89.85,100.55,116.6,180.43,302.9,386.88,318.63,189.83,138.3,114.83
48,106.22,98.88,101.52,118.45,134.47,188.52,300.9,389.67,324.28,198.33,143.12,103.67
49,107.18,96.97,98.67,107.8,121.12,166.37,249.65,309.77,269.37,187.47,140.8,108.87
50,106.83,95.2,99.67,118.23,129.9,181.7,292.62,374.42,307.47,190.97,153.47,126.45
51,123.07,100.53,107.12,121.72,132.1,186.65,273.03,323.63,278.33,191.6,155.95,129.35
52,124.97,94.45,92.5,108.28,123.32,182.32,279.55,330.08,279.43,195.77,143.28,111.77
53,98.22,92.53,93.03,103.35,116.35,178.12,293.08,361.32,290.53,182.28,145.53,115.95
54,118.55,98.32,102.98,119.8,128.25,187.33,307.47,382.63,299.63,188.58,156.22,118.57
55,101.05,90.87,95.5,97.97,105.8,174.63,297.45,373.88,298.15,175.97,126.87,92.13
56,110.12,95.78,95.57,112.85,127.53,176.13,276.15,356.52,312.12,204.47,147.92,117.4
57,112.17,100.03,100.63,114.13,122.82,178.5,294.85,383.7,318.18,190.33,139.57,109.63
58,102.63,91.45,95.93,114.25,132.53,184.65,284.75,341.43,278.6,187.35,145.0,111.33
59,114.03,98.9,102.65,114.57,118.47,150.77,231.03,296.92,267.12,198.47,161.22,123.13
60,108.92,97.48,93.55,106.5,120.77,185.93,300.42,368.08,298.77,188.22,152.52,120.72
61,100.13,93.2,94.43,112.5,123.93,186.67,315.3,416.9,346.38,194.48,125.97,93.73
62,122.93,99.58,102.1,124.97,138.98,177.65,250.58,317.22,287.38,206.7,164.2,123.08
63,124.53,107.45,103.02,120.77,139.83,178.3,269.23,335.55,279.38,190.3,158.38,128.78
64,102.27,90.82,91.87,103.87,128.08,188.63,289.52,363.68,302.23,189.93,142.68,112.03
65,113.52,99.23,104.52,116.32,121.67,165.67,254.72,337.57,305.97,201.98,152.8,121.33
66,116.03,106.35,107.75,122.43,127.52,166.68,293.33,372.28,290.15,194.5,153.13,114.1
67,99.73,87.25,88.9,99.47,115.52,188.93,305.68,367.2,291.9,185.4,153.58,123.72
68,105.83,100.2,101.78,108.3,119.57,173.33,278.25,352.83,299.7,195.25,154.02,123.75
69,115.82,101.65,92.9,109.82,125.32,177.63,274.87,336.82,280.92,189.17,155.07,126.65
70,99.9,89.13,96.28,113.72,128.38,179.43,270.4,339.98,298.45,206.45,168.22,127.95
71,123.43,96.2,95.55,109.12,123.93,188.22,295.23,355.18,283.72,184.27,157.07,130.17
72,114.33,96.43,97.6,114.27,122.2,185.78,289.92,346.73,292.37,188.15,146.83,118.63
73,107.98,93.65,95.18,107.85,117.73,163.03,268.37,336.17,276.55,189.82,153.2,119.62
74,107.33,87.57,90.02,105.25,114.27,171.87,278.07,347.87,292.77,184.35,139.82,117.97
75,118.18,96.32,94.53,107.53,115.92,189.83,312.13,397.48,334.2,192.2,146.6,120.33
76,120.92,103.02,109.68,128.95,135.7,194.08,307.25,378.35,318.98,207.18,155.9,123.08
77,105.75,87.68,89.23,101.78,114.87,201.47,339.45,399.28,311.12,187.22,135.33,106.12
78,94.78,85.57,88.6,95.15,106.52,168.37,265.07,340.82,288.98,174.22,131.6,104.3
79,114.77,103.33,103.67,112.08,125.85,195.38,301.07,364.65,302.73,203.98,153.83,115.23
80,104.08,91.25,95.13,118.72,127.98,172.57,276.8,344.75,290.38,189.22,146.37,114.03
81,118.32,94.2,94.45,115.22,140.55,205.42,312.05,384.35,310.53,193.22,163.73,135.73
82,117.57,100.6,103.0,115.37,128.65,201.93,318.98,397.5,339.0,218.93,159.85,114.78
83,124.3,102.7,109.38,116.63,123.92,194.45,334.23,437.35,365.48,229.25,161.4,115.15
84,114.78,97.23,102.07,113.87,128.6,191.62,315.38,404.92,341.4,218.73,154.33,115.72
85,121.57,105.62,106.93,115.67,126.97,215.3,359.17,451.53,365.23,213.0,158.22,120.57
86,116.62,93.07,97.85,107.53,123.5,194.73,307.0,396.48,338.4,211.27,161.18,118.45
87,101.58,90.1,92.85,104.62,117.67,186.08,300.0,366.47,311.17,195.2,134.97,110.02
88,88.48,79.05,80.9,93.77,113.17,179.9,304.82,393.2,316.78,170.93,116.08,100.4
89,113.75,92.67,89.18,107.58,133.2,188.35,292.87,391.48,334.1,197.12,143.73,115.17
90,115.73,106.15,106.53,111.1,140.82,211.65,342.05,446.75,377.6,237.72,177.78,133.73
91,106.25,94.85,99.7,101.83,111.18,198.73,334.13,438.2,358.82,201.43,147.15,111.52
92,118.85,103.43,103.33,111.22,121.22,174.85,277.78,353.45,306.53,209.5,165.37,122.17
93,113.88,94.33,98.23,111.82,129.53,204.92,343.63,430.8,339.12,197.4,138.3,99.98
94,113.27,99.72,102.53,118.9,134.67,186.52,292.85,358.13,295.47,206.15,148.87,112.63
95,118.7,101.78,104.78,117.23,127.38,192.7,302.0,347.28,287.13,213.1,168.1,118.82
96,117.02,97.7,100.0,116.6,124.93,185.78,307.83,374.53,308.43,207.37,155.98,118.27
97,110.67,92.15,98.58,110.97,123.58,178.03,277.85,359.0,301.78,188.0,143.87,104.22
98,123.65,102.8,94.7,109.92,128.27,184.47,280.18,340.98,304.08,219.97,178.73,132.05
99,113.25,99.92,104.67,121.5,127.63,168.73,276.83,363.65,314.53,199.88,149.77,120.52
