,0,31,59,90,120,151,181,212,243,273,304,334
0,186.57,188.32,187.9,187.05,185.64,188.05,190.6,188.95,189.27,188.47,188.83,192.01
1,179.05,179.8,179.79,180.74,179.52,180.42,180.45,183.35,185.06,183.99,184.22,187.86
2,180.36,182.13,181.45,181.95,180.79,181.16,185.44,188.2,187.98,187.65,189.05,192.35
3,168.62,170.98,170.38,170.18,168.75,173.03,177.94,179.93,180.4,181.21,180.52,182.38
4,170.12,171.1,168.57,168.31,166.08,165.44,166.26,165.07,164.18,163.81,164.07,165.78
5,168.18,169.98,169.79,169.75,167.89,168.41,168.59,173.78,177.75,180.0,180.55,182.94
6,177.91,177.36,177.22,178.25,176.19,176.64,176.63,178.12,178.98,179.33,178.48,180.99
7,176.47,178.55,179.21,180.65,178.52,176.15,178.52,177.56,176.73,177.38,178.5,183.03
8,173.64,174.67,173.08,173.3,173.81,174.46,178.51,179.31,180.2,181.26,180.47,182.42
9,189.03,189.71,189.39,191.32,191.1,191.78,191.26,196.04,198.17,200.25,199.66,202.67
10,185.74,187.32,187.7,188.53,187.35,186.57,188.25,191.59,192.88,194.21,195.61,199.32
11,176.58,177.62,177.76,178.08,176.33,176.3,174.53,176.25,177.84,178.4,178.44,181.54
12,169.73,171.57,170.71,171.31,171.1,170.96,172.18,174.38,175.37,177.24,175.95,178.35
13,183.78,185.38,184.38,184.3,181.81,178.66,180.05,180.44,180.85,178.4,178.18,182.79
14,175.36,177.5,175.95,175.84,178.16,180.97,181.98,181.93,181.53,181.3,182.09,184.13
15,176.32,177.83,177.42,178.51,177.98,178.16,181.46,181.01,180.22,178.72,180.16,182.91
16,185.26,187.69,187.6,186.99,185.28,183.35,185.11,185.27,183.95,182.63,181.84,185.24
17,169.32,171.79,171.24,170.64,167.92,166.96,169.85,172.4,172.05,172.01,173.5,176.14
18,173.2,174.5,173.27,173.16,171.95,174.0,174.47,174.61,176.31,177.32,177.15,178.95
19,164.33,165.51,165.33,164.71,162.71,162.78,164.29,164.12,162.36,161.25,162.21,165.54
20,189.16,189.89,188.55,187.52,186.96,187.03,186.55,189.79,188.55,189.12,189.98,194.96
21,168.11,168.79,168.98,169.34,168.07,169.93,172.34,176.21,176.73,174.64,173.65,177.02
22,191.76,192.53,192.99,193.25,193.84,195.85,195.18,195.02,194.91,196.44,197.14,200.69
23,183.36,183.64,182.75,181.96,179.27,178.52,177.98,178.63,179.63,180.55,183.58,188.67
24,180.34,180.38,179.06,178.73,176.5,177.98,180.67,185.19,186.68,188.61,190.75,194.43
25,183.1,184.12,183.04,182.3,179.46,178.78,181.56,185.44,186.63,187.02,187.52,191.08
26,173.78,174.96,173.82,173.44,171.65,171.53,175.1,177.65,177.37,175.77,176.35,181.7
27,174.75,176.08,175.08,176.1,174.96,175.71,176.4,179.35,179.27,177.58,176.68,179.27
28,194.39,195.44,194.54,194.34,192.13,192.85,191.57,189.74,187.13,189.01,190.61,193.58
29,181.95,180.7,180.97,181.29,179.53,179.15,181.02,182.07,181.64,181.69,180.82,181.79
30,192.73,193.78,192.42,191.63,190.21,192.64,193.52,194.31,192.36,192.26,192.7,195.22
31,178.45,179.59,178.87,178.01,176.25,177.39,177.86,181.12,179.5,178.7,177.97,180.78
32,169.02,170.47,169.79,170.13,168.22,170.97,172.0,171.04,170.37,170.34,169.85,174.1
33,178.84,181.64,181.24,181.1,180.29,183.5,186.33,190.56,192.7,191.27,189.83,191.4
34,204.85,205.21,204.87,205.59,203.52,202.11,205.87,206.49,207.33,207.05,210.05,212.18
35,197.53,198.19,197.35,197.81,196.77,197.47,197.41,194.76,192.04,192.6,193.29,196.71
36,169.59,169.98,168.97,168.68,166.79,168.28,170.92,174.08,175.67,177.16,177.09,179.4
37,171.75,172.34,171.32,171.62,170.93,173.74,178.81,181.85,182.5,182.39,181.53,183.88
38,190.18,190.07,189.02,188.07,185.49,184.55,187.69,189.6,188.33,186.65,185.81,189.63
39,179.58,180.21,179.58,179.3,178.3,174.98,171.42,172.61,173.22,174.23,175.02,178.67
40,192.98,194.08,193.42,192.88,193.55,196.68,200.98,201.96,201.43,200.13,200.97,203.42
41,191.16,190.83,190.16,188.3,186.9,187.95,190.01,192.18,192.52,190.58,189.33,191.27
42,188.11,189.45,189.35,188.48,186.68,187.34,186.8,187.98,186.55,183.64,183.16,186.81
43,186.31,187.62,186.79,186.59,186.3,187.31,186.17,189.8,192.33,191.86,191.59,194.13
44,185.82,185.78,185.27,187.18,185.91,184.33,183.95,181.55,181.55,182.69,180.55,182.56
45,198.1,200.28,199.18,197.55,195.72,193.34,191.43,192.47,193.3,192.38,192.58,194.95
46,172.04,173.23,172.95,173.52,171.61,169.46,172.87,178.44,179.51,180.12,180.34,183.86
47,179.38,179.78,179.42,178.87,177.34,176.16,174.48,177.43,179.89,181.92,182.06,185.05
48,186.1,186.79,185.07,185.2,183.52,181.14,183.12,188.43,191.8,192.21,192.44,196.96
